StateCode,RatingAreaId,Age,NumericRate_Mean
AL,Rating Area 1,43,172.1865
AL,Rating Area 1,44,175.348375
AL,Rating Area 1,45,179.05475
AL,Rating Area 1,46,183.462
AL,Rating Area 1,47,188.412875
AL,Rating Area 1,48,194.065
AL,Rating Area 1,49,199.639
AL,Rating Area 1,50,205.91225
AL,Rating Area 1,51,212.108625
AL,Rating Area 1,52,218.927875
AL,Rating Area 1,53,225.823375
AL,Rating Area 1,54,233.264625
AL,Rating Area 1,55,241.019625
AL,Rating Area 1,56,249.082625
AL,Rating Area 1,57,257.224125
AL,Rating Area 1,58,265.909875
AL,Rating Area 1,59,270.239
AL,Rating Area 1,60,278.924375
AL,Rating Area 1,61,286.443625
AL,Rating Area 1,62,291.39525
AL,Rating Area 1,63,297.591
AL,Rating Area 1,64,301.3745
AL,Rating Area 1,65 and,302.08775
AL,Rating Area 10,0-20,68.055875
AL,Rating Area 10,21,145.31375
AL,Rating Area 10,22,145.36375
AL,Rating Area 10,23,145.41375
AL,Rating Area 10,24,145.46375
AL,Rating Area 10,25,145.83175
AL,Rating Area 10,26,147.683
AL,Rating Area 10,27,149.645625
AL,Rating Area 10,28,152.794375
AL,Rating Area 10,29,155.387
AL,Rating Area 10,30,156.708375
AL,Rating Area 10,31,158.66525
AL,Rating Area 10,32,160.621625
AL,Rating Area 10,33,161.863875
AL,Rating Area 10,34,163.1855
AL,Rating Area 10,35,163.871125
AL,Rating Area 10,36,164.556875
AL,Rating Area 10,37,165.242125
AL,Rating Area 10,38,165.927625
AL,Rating Area 10,39,167.249
AL,Rating Area 10,40,168.5705
AL,Rating Area 10,41,170.5275
AL,Rating Area 10,42,172.404875
AL,Rating Area 10,43,174.9975
AL,Rating Area 10,44,178.2255
AL,Rating Area 10,45,182.01
AL,Rating Area 10,46,186.509
AL,Rating Area 10,47,191.56475
AL,Rating Area 10,48,197.335875
AL,Rating Area 10,49,203.02725
AL,Rating Area 10,50,209.4335
AL,Rating Area 10,51,215.76075
AL,Rating Area 10,52,222.72325
AL,Rating Area 10,53,229.76525
AL,Rating Area 10,54,237.3635
AL,Rating Area 10,55,245.27575
AL,Rating Area 10,56,253.50975
AL,Rating Area 10,57,261.82275
AL,Rating Area 10,58,270.692625
AL,Rating Area 10,59,275.112625
AL,Rating Area 10,60,283.982125
AL,Rating Area 10,61,291.659625
AL,Rating Area 10,62,296.7155
AL,Rating Area 10,63,303.042375
AL,Rating Area 10,64,306.905375
AL,Rating Area 10,65 and,307.618625
AL,Rating Area 11,0-20,66.831375
AL,Rating Area 11,21,143.41975
AL,Rating Area 11,22,143.46975
AL,Rating Area 11,23,143.51975
AL,Rating Area 11,24,143.56975
AL,Rating Area 11,25,143.931125
AL,Rating Area 11,26,145.749
AL,Rating Area 11,27,147.671875
AL,Rating Area 11,28,150.755875
AL,Rating Area 11,29,153.29575
AL,Rating Area 11,30,154.590625
AL,Rating Area 11,31,156.507625
AL,Rating Area 11,32,158.42475
AL,Rating Area 11,33,159.641625
AL,Rating Area 11,34,160.9365
AL,Rating Area 11,35,161.60875
AL,Rating Area 11,36,162.281375
AL,Rating Area 11,37,162.953875
AL,Rating Area 11,38,163.626125
AL,Rating Area 11,39,164.920875
AL,Rating Area 11,40,166.21575
AL,Rating Area 11,41,168.133
AL,Rating Area 11,42,169.972125
AL,Rating Area 11,43,172.512
AL,Rating Area 11,44,175.673875
AL,Rating Area 11,45,179.38025
AL,Rating Area 11,46,183.7875
AL,Rating Area 11,47,188.738375
AL,Rating Area 11,48,194.3905
AL,Rating Area 11,49,199.9645
AL,Rating Area 11,50,206.23775
AL,Rating Area 11,51,212.434125
AL,Rating Area 11,52,219.253375
AL,Rating Area 11,53,226.148875
AL,Rating Area 11,54,233.590125
AL,Rating Area 11,55,241.345125
AL,Rating Area 11,56,249.408125
AL,Rating Area 11,57,257.549625
AL,Rating Area 11,58,266.235375
AL,Rating Area 11,59,270.5645
AL,Rating Area 11,60,279.249875
AL,Rating Area 11,61,286.769125
AL,Rating Area 11,62,291.72075
AL,Rating Area 11,63,297.9165
AL,Rating Area 11,64,301.7
AL,Rating Area 11,65 and,302.41325
AL,Rating Area 12,0-20,63.215375
AL,Rating Area 12,21,137.670875
AL,Rating Area 12,22,137.720875
AL,Rating Area 12,23,137.770875
AL,Rating Area 12,24,137.820875
AL,Rating Area 12,25,138.158375
AL,Rating Area 12,26,139.861125
AL,Rating Area 12,27,141.64425
AL,Rating Area 12,28,144.50275
AL,Rating Area 12,29,146.856875
AL,Rating Area 12,30,148.058875
AL,Rating Area 12,31,149.8375
AL,Rating Area 12,32,151.615125
AL,Rating Area 12,33,152.74575
AL,Rating Area 12,34,153.947375
AL,Rating Area 12,35,154.573625
AL,Rating Area 12,36,155.1995
AL,Rating Area 12,37,155.825625
AL,Rating Area 12,38,156.451875
AL,Rating Area 12,39,157.654
AL,Rating Area 12,40,158.856
AL,Rating Area 12,41,160.633875
AL,Rating Area 12,42,162.34025
AL,Rating Area 12,43,164.694625
AL,Rating Area 12,44,167.624625
AL,Rating Area 12,45,171.05925
AL,Rating Area 12,46,175.14125
AL,Rating Area 12,47,179.72775
AL,Rating Area 12,48,184.962125
AL,Rating Area 12,49,190.12475
AL,Rating Area 12,50,195.934625
AL,Rating Area 12,51,201.6735
AL,Rating Area 12,52,207.988125
AL,Rating Area 12,53,214.37475
AL,Rating Area 12,54,221.26525
AL,Rating Area 12,55,228.46925
AL,Rating Area 12,56,235.935875
AL,Rating Area 12,57,243.4745
AL,Rating Area 12,58,251.517125
AL,Rating Area 12,59,255.527375
AL,Rating Area 12,60,263.569875
AL,Rating Area 12,61,270.53275
AL,Rating Area 12,62,275.11925
AL,Rating Area 12,63,280.857625
AL,Rating Area 12,64,284.36375
AL,Rating Area 12,65 and,285.077
AL,Rating Area 13,0-20,65.223875
AL,Rating Area 13,21,140.89375
AL,Rating Area 13,22,140.94375
AL,Rating Area 13,23,140.99375
AL,Rating Area 13,24,141.04375
AL,Rating Area 13,25,141.3955
AL,Rating Area 13,26,143.163875
AL,Rating Area 13,27,145.026875
AL,Rating Area 13,28,148.014625
AL,Rating Area 13,29,150.47425
AL,Rating Area 13,30,151.7295
AL,Rating Area 13,31,153.587375
AL,Rating Area 13,32,155.444875
AL,Rating Area 13,33,156.624625
AL,Rating Area 13,34,157.87975
AL,Rating Area 13,35,158.532
AL,Rating Area 13,36,159.185
AL,Rating Area 13,37,159.837375
AL,Rating Area 13,38,160.48975
AL,Rating Area 13,39,161.744875
AL,Rating Area 13,40,163.000125
AL,Rating Area 13,41,164.857625
AL,Rating Area 13,42,166.64
AL,Rating Area 13,43,169.099875
AL,Rating Area 13,44,172.162625
AL,Rating Area 13,45,175.752625
AL,Rating Area 13,46,180.020125
AL,Rating Area 13,47,184.81525
AL,Rating Area 13,48,190.288
AL,Rating Area 13,49,195.6855
AL,Rating Area 13,50,201.760375
AL,Rating Area 13,51,207.761
AL,Rating Area 13,52,214.36325
AL,Rating Area 13,53,221.041125
AL,Rating Area 13,54,228.246125
AL,Rating Area 13,55,235.764875
AL,Rating Area 13,56,243.57275
AL,Rating Area 13,57,251.4555
AL,Rating Area 13,58,259.86575
AL,Rating Area 13,59,264.058
AL,Rating Area 13,60,272.4685
AL,Rating Area 13,61,279.74875
AL,Rating Area 13,62,284.543625
AL,Rating Area 13,63,290.543125
AL,Rating Area 13,64,294.20775
AL,Rating Area 13,65 and,294.923375
AL,Rating Area 2,0-20,67.604125
AL,Rating Area 2,21,144.749625
AL,Rating Area 2,22,144.799625
AL,Rating Area 2,23,144.849625
AL,Rating Area 2,24,144.899625
AL,Rating Area 2,25,145.267625
AL,Rating Area 2,26,147.118875
AL,Rating Area 2,27,149.081
AL,Rating Area 2,28,152.22975
AL,Rating Area 2,29,154.822375
AL,Rating Area 2,30,156.14375
AL,Rating Area 2,31,158.100625
AL,Rating Area 2,32,160.057
AL,Rating Area 2,33,161.29925
AL,Rating Area 2,34,162.620875
AL,Rating Area 2,35,163.3065
AL,Rating Area 2,36,163.99225
AL,Rating Area 2,37,164.6775
AL,Rating Area 2,38,165.363
AL,Rating Area 2,39,166.684375
AL,Rating Area 2,40,168.005875
AL,Rating Area 2,41,169.962875
AL,Rating Area 2,42,171.84025
AL,Rating Area 2,43,174.432875
AL,Rating Area 2,44,177.660875
AL,Rating Area 2,45,181.445375
AL,Rating Area 2,46,185.944375
AL,Rating Area 2,47,191.000125
AL,Rating Area 2,48,196.77125
AL,Rating Area 2,49,202.462625
AL,Rating Area 2,50,208.868875
AL,Rating Area 2,51,215.196125
AL,Rating Area 2,52,222.158625
AL,Rating Area 2,53,229.200625
AL,Rating Area 2,54,236.798875
AL,Rating Area 2,55,244.71075
AL,Rating Area 2,56,252.94475
AL,Rating Area 2,57,261.25775
AL,Rating Area 2,58,270.127625
AL,Rating Area 2,59,274.547625
AL,Rating Area 2,60,283.417125
AL,Rating Area 2,61,291.094625
AL,Rating Area 2,62,296.1505
AL,Rating Area 2,63,302.477375
AL,Rating Area 2,64,306.340375
AL,Rating Area 2,65 and,307.053625
AL,Rating Area 3,0-20,70.3695
AL,Rating Area 3,21,148.61075
AL,Rating Area 3,22,148.66075
AL,Rating Area 3,23,148.71075
AL,Rating Area 3,24,148.76075
AL,Rating Area 3,25,149.141375
AL,Rating Area 3,26,151.059125
AL,Rating Area 3,27,153.10125
AL,Rating Area 3,28,156.37925
AL,Rating Area 3,29,159.077875
AL,Rating Area 3,30,160.451875
AL,Rating Area 3,31,162.488125
AL,Rating Area 3,32,164.524625
AL,Rating Area 3,33,165.816125
AL,Rating Area 3,34,167.190625
AL,Rating Area 3,35,167.902625
AL,Rating Area 3,36,168.614875
AL,Rating Area 3,37,169.32675
AL,Rating Area 3,38,170.03875
AL,Rating Area 3,39,171.413
AL,Rating Area 3,40,172.787375
AL,Rating Area 3,41,174.82425
AL,Rating Area 3,42,176.777375
AL,Rating Area 3,43,179.476125
AL,Rating Area 3,44,182.836875
AL,Rating Area 3,45,186.77675
AL,Rating Area 3,46,191.461625
AL,Rating Area 3,47,196.725875
AL,Rating Area 3,48,202.734875
AL,Rating Area 3,49,208.66125
AL,Rating Area 3,50,215.332375
AL,Rating Area 3,51,221.921375
AL,Rating Area 3,52,229.171625
AL,Rating Area 3,53,236.505
AL,Rating Area 3,54,244.41775
AL,Rating Area 3,55,252.6445
AL,Rating Area 3,56,261.219625
AL,Rating Area 3,57,269.877125
AL,Rating Area 3,58,279.11425
AL,Rating Area 3,59,283.716
AL,Rating Area 3,60,292.953125
AL,Rating Area 3,61,300.948875
AL,Rating Area 3,62,306.212875
AL,Rating Area 3,63,312.801375
AL,Rating Area 3,64,316.823875
AL,Rating Area 3,65 and,317.537125
AL,Rating Area 4,0-20,67.604125
AL,Rating Area 4,21,144.749625
AL,Rating Area 4,22,144.799625
AL,Rating Area 4,23,144.849625
AL,Rating Area 4,24,144.899625
AL,Rating Area 4,25,145.267625
AL,Rating Area 4,26,147.118875
AL,Rating Area 4,27,149.081
AL,Rating Area 4,28,152.22975
AL,Rating Area 4,29,154.822375
AL,Rating Area 4,30,156.14375
AL,Rating Area 4,31,158.100625
AL,Rating Area 4,32,160.057
AL,Rating Area 4,33,161.29925
AL,Rating Area 4,34,162.620875
AL,Rating Area 4,35,163.3065
AL,Rating Area 4,36,163.99225
AL,Rating Area 4,37,164.6775
AL,Rating Area 4,38,165.363
AL,Rating Area 4,39,166.684375
AL,Rating Area 4,40,168.005875
AL,Rating Area 4,41,169.962875
AL,Rating Area 4,42,171.84025
AL,Rating Area 4,43,174.432875
AL,Rating Area 4,44,177.660875
AL,Rating Area 4,45,181.445375
AL,Rating Area 4,46,185.944375
AL,Rating Area 4,47,191.000125
AL,Rating Area 4,48,196.77125
AL,Rating Area 4,49,202.462625
AL,Rating Area 4,50,208.868875
AL,Rating Area 4,51,215.196125
AL,Rating Area 4,52,222.158625
AL,Rating Area 4,53,229.200625
AL,Rating Area 4,54,236.798875
AL,Rating Area 4,55,244.71075
AL,Rating Area 4,56,252.94475
AL,Rating Area 4,57,261.25775
AL,Rating Area 4,58,270.127625
AL,Rating Area 4,59,274.547625
AL,Rating Area 4,60,283.417125
AL,Rating Area 4,61,291.094625
AL,Rating Area 4,62,296.1505
AL,Rating Area 4,63,302.477375
AL,Rating Area 4,64,306.340375
AL,Rating Area 4,65 and,307.053625
AL,Rating Area 5,0-20,67.167875
AL,Rating Area 5,21,143.511
AL,Rating Area 5,22,143.561
AL,Rating Area 5,23,143.611
AL,Rating Area 5,24,143.661
AL,Rating Area 5,25,144.022375
AL,Rating Area 5,26,145.84025
AL,Rating Area 5,27,147.762875
AL,Rating Area 5,28,150.846875
AL,Rating Area 5,29,153.38675
AL,Rating Area 5,30,154.681625
AL,Rating Area 5,31,156.598625
AL,Rating Area 5,32,158.51575
AL,Rating Area 5,33,159.732625
AL,Rating Area 5,34,161.0275
AL,Rating Area 5,35,161.69975
AL,Rating Area 5,36,162.372375
AL,Rating Area 5,37,163.044875
AL,Rating Area 5,38,163.717125
AL,Rating Area 5,39,165.011875
AL,Rating Area 5,40,166.30675
AL,Rating Area 5,41,168.224
AL,Rating Area 5,42,170.063125
AL,Rating Area 5,43,172.603
AL,Rating Area 5,44,175.764875
AL,Rating Area 5,45,179.47125
AL,Rating Area 5,46,183.8785
AL,Rating Area 5,47,188.829375
AL,Rating Area 5,48,194.4815
AL,Rating Area 5,49,200.0555
AL,Rating Area 5,50,206.32875
AL,Rating Area 5,51,212.525125
AL,Rating Area 5,52,219.344375
AL,Rating Area 5,53,226.239875
AL,Rating Area 5,54,233.681125
AL,Rating Area 5,55,241.43575
AL,Rating Area 5,56,249.49875
AL,Rating Area 5,57,257.64025
AL,Rating Area 5,58,266.326
AL,Rating Area 5,59,270.655125
AL,Rating Area 5,60,279.3405
AL,Rating Area 5,61,286.85975
AL,Rating Area 5,62,291.811375
AL,Rating Area 5,63,298.007125
AL,Rating Area 5,64,301.790625
AL,Rating Area 5,65 and,302.503875
AL,Rating Area 6,0-20,67.6495
AL,Rating Area 6,21,144.749625
AL,Rating Area 6,22,144.799625
AL,Rating Area 6,23,144.849625
AL,Rating Area 6,24,144.899625
AL,Rating Area 6,25,145.267625
AL,Rating Area 6,26,147.118875
AL,Rating Area 6,27,149.081
AL,Rating Area 6,28,152.22975
AL,Rating Area 6,29,154.822375
AL,Rating Area 6,30,156.14375
AL,Rating Area 6,31,158.100625
AL,Rating Area 6,32,160.057
AL,Rating Area 6,33,161.29925
AL,Rating Area 6,34,162.620875
AL,Rating Area 6,35,163.3065
AL,Rating Area 6,36,163.99225
AL,Rating Area 6,37,164.6775
AL,Rating Area 6,38,165.363
AL,Rating Area 6,39,166.684375
AL,Rating Area 6,40,168.005875
AL,Rating Area 6,41,169.962875
AL,Rating Area 6,42,171.84025
AL,Rating Area 6,43,174.432875
AL,Rating Area 6,44,177.660875
AL,Rating Area 6,45,181.445375
AL,Rating Area 6,46,185.944375
AL,Rating Area 6,47,191.000125
AL,Rating Area 6,48,196.77125
AL,Rating Area 6,49,202.462625
AL,Rating Area 6,50,208.868875
AL,Rating Area 6,51,215.196125
AL,Rating Area 6,52,222.158625
AL,Rating Area 6,53,229.200625
AL,Rating Area 6,54,236.798875
AL,Rating Area 6,55,244.71075
AL,Rating Area 6,56,252.94475
AL,Rating Area 6,57,261.25775
AL,Rating Area 6,58,270.127625
AL,Rating Area 6,59,274.547625
AL,Rating Area 6,60,283.417125
AL,Rating Area 6,61,291.094625
AL,Rating Area 6,62,296.1505
AL,Rating Area 6,63,302.477375
AL,Rating Area 6,64,306.340375
AL,Rating Area 6,65 and,307.053625
AL,Rating Area 7,0-20,63.502
AL,Rating Area 7,21,137.7175
AL,Rating Area 7,22,137.7675
AL,Rating Area 7,23,137.8175
AL,Rating Area 7,24,137.8675
AL,Rating Area 7,25,138.205
AL,Rating Area 7,26,139.90775
AL,Rating Area 7,27,141.690875
AL,Rating Area 7,28,144.549375
AL,Rating Area 7,29,146.9035
AL,Rating Area 7,30,148.1055
AL,Rating Area 7,31,149.884125
AL,Rating Area 7,32,151.66175
AL,Rating Area 7,33,152.792375
AL,Rating Area 7,34,153.994
AL,Rating Area 7,35,154.62025
AL,Rating Area 7,36,155.246125
AL,Rating Area 7,37,155.87225
AL,Rating Area 7,38,156.4985
AL,Rating Area 7,39,157.700625
AL,Rating Area 7,40,158.902625
AL,Rating Area 7,41,160.6805
AL,Rating Area 7,42,162.386875
AL,Rating Area 7,43,164.74125
AL,Rating Area 7,44,167.67125
AL,Rating Area 7,45,171.105875
AL,Rating Area 7,46,175.187875
AL,Rating Area 7,47,179.774375
AL,Rating Area 7,48,185.00875
AL,Rating Area 7,49,190.171375
AL,Rating Area 7,50,195.98125
AL,Rating Area 7,51,201.720125
AL,Rating Area 7,52,208.03475
AL,Rating Area 7,53,214.421375
AL,Rating Area 7,54,221.311875
AL,Rating Area 7,55,228.515875
AL,Rating Area 7,56,235.9825
AL,Rating Area 7,57,243.521125
AL,Rating Area 7,58,251.56375
AL,Rating Area 7,59,255.574
AL,Rating Area 7,60,263.6165
AL,Rating Area 7,61,270.579375
AL,Rating Area 7,62,275.165875
AL,Rating Area 7,63,280.90425
AL,Rating Area 7,64,284.410375
AL,Rating Area 7,65 and,285.123625
AL,Rating Area 8,0-20,66.69375
AL,Rating Area 8,21,143.4785
AL,Rating Area 8,22,143.5285
AL,Rating Area 8,23,143.5785
AL,Rating Area 8,24,143.6285
AL,Rating Area 8,25,143.989875
AL,Rating Area 8,26,145.80775
AL,Rating Area 8,27,147.730625
AL,Rating Area 8,28,150.814625
AL,Rating Area 8,29,153.3545
AL,Rating Area 8,30,154.649375
AL,Rating Area 8,31,156.566375
AL,Rating Area 8,32,158.4835
AL,Rating Area 8,33,159.700375
AL,Rating Area 8,34,160.99525
AL,Rating Area 8,35,161.6675
AL,Rating Area 8,36,162.340125
AL,Rating Area 8,37,163.012625
AL,Rating Area 8,38,163.684875
AL,Rating Area 8,39,164.979625
AL,Rating Area 8,40,166.2745
AL,Rating Area 8,41,168.19175
AL,Rating Area 8,42,170.030875
AL,Rating Area 8,43,172.57075
AL,Rating Area 8,44,175.732625
AL,Rating Area 8,45,179.439
AL,Rating Area 8,46,183.84625
AL,Rating Area 8,47,188.797125
AL,Rating Area 8,48,194.44925
AL,Rating Area 8,49,200.02325
AL,Rating Area 8,50,206.2965
AL,Rating Area 8,51,212.492875
AL,Rating Area 8,52,219.312125
AL,Rating Area 8,53,226.207625
AL,Rating Area 8,54,233.648875
AL,Rating Area 8,55,241.403875
AL,Rating Area 8,56,249.466875
AL,Rating Area 8,57,257.608375
AL,Rating Area 8,58,266.294125
AL,Rating Area 8,59,270.62325
AL,Rating Area 8,60,279.308625
AL,Rating Area 8,61,286.827875
AL,Rating Area 8,62,291.7795
AL,Rating Area 8,63,297.97525
AL,Rating Area 8,64,301.75875
AL,Rating Area 8,65 and,302.472
AL,Rating Area 9,0-20,71.51375
AL,Rating Area 9,21,150.663
AL,Rating Area 9,22,150.713
AL,Rating Area 9,23,150.763
AL,Rating Area 9,24,150.813
AL,Rating Area 9,25,151.2025
AL,Rating Area 9,26,153.161875
AL,Rating Area 9,27,155.2535
AL,Rating Area 9,28,158.6125
AL,Rating Area 9,29,161.377125
AL,Rating Area 9,30,162.784375
AL,Rating Area 9,31,164.870625
AL,Rating Area 9,32,166.956125
AL,Rating Area 9,33,168.27875
AL,Rating Area 9,34,169.68625
AL,Rating Area 9,35,170.414875
AL,Rating Area 9,36,171.1435
AL,Rating Area 9,37,171.872125
AL,Rating Area 9,38,172.601
AL,Rating Area 9,39,174.008125
AL,Rating Area 9,40,175.415375
AL,Rating Area 9,41,177.501625
AL,Rating Area 9,42,179.50275
AL,Rating Area 9,43,182.267625
AL,Rating Area 9,44,185.711
AL,Rating Area 9,45,189.748125
AL,Rating Area 9,46,194.548875
AL,Rating Area 9,47,199.94375
AL,Rating Area 9,48,206.10225
AL,Rating Area 9,49,212.174875
AL,Rating Area 9,50,219.01175
AL,Rating Area 9,51,225.763875
AL,Rating Area 9,52,233.194375
AL,Rating Area 9,53,240.70975
AL,Rating Area 9,54,248.818875
AL,Rating Area 9,55,257.242375
AL,Rating Area 9,56,266.030625
AL,Rating Area 9,57,274.90325
AL,Rating Area 9,58,284.369875
AL,Rating Area 9,59,289.086
AL,Rating Area 9,60,298.55275
AL,Rating Area 9,61,306.74675
AL,Rating Area 9,62,312.141375
AL,Rating Area 9,63,318.893375
AL,Rating Area 9,64,323.013875
AL,Rating Area 9,65 and,323.727125
AR,Rating Area 1,0-20,73.23363636
AR,Rating Area 1,21,106.5939394
AR,Rating Area 1,22,106.5939394
AR,Rating Area 1,23,106.5939394
AR,Rating Area 1,24,106.5939394
AR,Rating Area 1,25,106.9509091
AR,Rating Area 1,26,101.1766667
AR,Rating Area 1,27,111.1181818
AR,Rating Area 1,28,106.319697
AR,Rating Area 1,29,117.4551515
AR,Rating Area 1,30,118.8839394
AR,Rating Area 1,31,121.0254546
AR,Rating Area 1,32,123.1681818
AR,Rating Area 1,33,124.5060606
AR,Rating Area 1,34,115.5242424
AR,Rating Area 1,35,126.6478788
AR,Rating Area 1,36,127.3621212
AR,Rating Area 1,37,128.0760606
AR,Rating Area 1,38,128.7906061
AR,Rating Area 1,39,130.2184849
AR,Rating Area 1,40,131.9609091
AR,Rating Area 1,41,134.1024242
AR,Rating Area 1,42,136.1557576
AR,Rating Area 1,43,139.0121212
AR,Rating Area 1,44,142.5812121
AR,Rating Area 1,45,146.7769697
AR,Rating Area 1,46,151.7739394
AR,Rating Area 1,47,157.3966667
AR,Rating Area 1,48,163.8233333
