State,Final Zip,County Name,RatingAreaID
AL,36037,Butler,Rating Area 13
AL,36042,Butler,Rating Area 13
AL,36071,Butler,Rating Area 13
AL,36456,Butler,Rating Area 13
AL,36474,Butler,Rating Area 13
AL,35096,Calhoun,Rating Area 1
AL,35905,Calhoun,Rating Area 1
AL,36201,Calhoun,Rating Area 1
AL,36203,Calhoun,Rating Area 1
AL,36205,Calhoun,Rating Area 1
AL,36206,Calhoun,Rating Area 1
AL,36207,Calhoun,Rating Area 1
AL,36250,Calhoun,Rating Area 1
AL,36260,Calhoun,Rating Area 1
AL,36265,Calhoun,Rating Area 1
AL,36271,Calhoun,Rating Area 1
AL,36272,Calhoun,Rating Area 1
AL,36277,Calhoun,Rating Area 1
AL,36279,Calhoun,Rating Area 1
AL,99999,Calhoun,Rating Area 1
AL,36274,Chambers,Rating Area 13
AL,36276,Chambers,Rating Area 13
AL,36801,Chambers,Rating Area 13
AL,36850,Chambers,Rating Area 13
AL,36852,Chambers,Rating Area 13
AL,36854,Chambers,Rating Area 13
AL,36855,Chambers,Rating Area 13
AL,36862,Chambers,Rating Area 13
AL,36863,Chambers,Rating Area 13
AL,36879,Chambers,Rating Area 13
AL,30165,Cherokee,Rating Area 13
AL,35901,Cherokee,Rating Area 13
AL,35903,Cherokee,Rating Area 13
AL,35959,Cherokee,Rating Area 13
AL,35960,Cherokee,Rating Area 13
AL,35961,Cherokee,Rating Area 13
AL,35967,Cherokee,Rating Area 13
AL,35973,Cherokee,Rating Area 13
AL,35983,Cherokee,Rating Area 13
AL,35984,Cherokee,Rating Area 13
AL,36272,Cherokee,Rating Area 13
AL,35040,Chilton,Rating Area 3
AL,35045,Chilton,Rating Area 3
AL,35046,Chilton,Rating Area 3
AL,35085,Chilton,Rating Area 3
AL,35115,Chilton,Rating Area 3
AL,35171,Chilton,Rating Area 3
AL,36006,Chilton,Rating Area 3
AL,36051,Chilton,Rating Area 3
AL,36091,Chilton,Rating Area 3
AL,36750,Chilton,Rating Area 3
AL,36758,Chilton,Rating Area 3
AL,36790,Chilton,Rating Area 3
AL,36792,Chilton,Rating Area 3
AL,36793,Chilton,Rating Area 3
AL,36558,Choctaw,Rating Area 13
AL,36904,Choctaw,Rating Area 13
AL,36908,Choctaw,Rating Area 13
AL,36910,Choctaw,Rating Area 13
AL,36912,Choctaw,Rating Area 13
AL,36913,Choctaw,Rating Area 13
AL,36915,Choctaw,Rating Area 13
AL,36916,Choctaw,Rating Area 13
AL,36919,Choctaw,Rating Area 13
AL,36921,Choctaw,Rating Area 13
AL,36922,Choctaw,Rating Area 13
AL,36436,Clarke,Rating Area 13
AL,36446,Clarke,Rating Area 13
AL,36451,Clarke,Rating Area 13
AL,36482,Clarke,Rating Area 13
AL,36524,Clarke,Rating Area 13
AL,36540,Clarke,Rating Area 13
AL,36545,Clarke,Rating Area 13
AL,36727,Clarke,Rating Area 13
AL,36751,Clarke,Rating Area 13
AL,36784,Clarke,Rating Area 13
AL,35072,Clay,Rating Area 13
AL,35082,Clay,Rating Area 13
AL,35150,Clay,Rating Area 13
AL,35160,Clay,Rating Area 13
AL,36251,Clay,Rating Area 13
AL,36255,Clay,Rating Area 13
AL,36256,Clay,Rating Area 13
AL,36258,Clay,Rating Area 13
AL,36266,Clay,Rating Area 13
AL,36267,Clay,Rating Area 13
AL,36268,Clay,Rating Area 13
AL,36276,Clay,Rating Area 13
AL,36258,Cleburne,Rating Area 13
AL,36262,Cleburne,Rating Area 13
AL,36264,Cleburne,Rating Area 13
AL,36269,Cleburne,Rating Area 13
AL,36272,Cleburne,Rating Area 13
AL,36273,Cleburne,Rating Area 13
AL,36009,Coffee,Rating Area 13
AL,36010,Coffee,Rating Area 13
AL,36034,Coffee,Rating Area 13
AL,36079,Coffee,Rating Area 13
AL,36311,Coffee,Rating Area 13
AL,36316,Coffee,Rating Area 13
AL,36318,Coffee,Rating Area 13
AL,36322,Coffee,Rating Area 13
AL,36323,Coffee,Rating Area 13
AL,36330,Coffee,Rating Area 13
AL,36346,Coffee,Rating Area 13
AL,36351,Coffee,Rating Area 13
AL,36360,Coffee,Rating Area 13
AL,36453,Coffee,Rating Area 13
AL,36467,Coffee,Rating Area 13
AL,36477,Coffee,Rating Area 13
AL,99999,Coffee,Rating Area 13
AL,35616,Colbert,Rating Area 7
AL,35646,Colbert,Rating Area 7
AL,35653,Colbert,Rating Area 7
AL,35654,Colbert,Rating Area 7
AL,35660,Colbert,Rating Area 7
AL,35661,Colbert,Rating Area 7
AL,35672,Colbert,Rating Area 7
AL,35674,Colbert,Rating Area 7
AL,38852,Colbert,Rating Area 7
AL,36033,Conecuh,Rating Area 13
AL,36401,Conecuh,Rating Area 13
AL,36421,Conecuh,Rating Area 13
AL,36426,Conecuh,Rating Area 13
AL,36432,Conecuh,Rating Area 13
AL,36454,Conecuh,Rating Area 13
AL,36456,Conecuh,Rating Area 13
AL,36460,Conecuh,Rating Area 13
AL,36471,Conecuh,Rating Area 13
AL,36473,Conecuh,Rating Area 13
AL,36474,Conecuh,Rating Area 13
AL,36475,Conecuh,Rating Area 13
AL,36502,Conecuh,Rating Area 13
AL,35010,Coosa,Rating Area 13
AL,35046,Coosa,Rating Area 13
AL,35072,Coosa,Rating Area 13
AL,35089,Coosa,Rating Area 13
AL,35136,Coosa,Rating Area 13
AL,35150,Coosa,Rating Area 13
AL,35151,Coosa,Rating Area 13
AL,35183,Coosa,Rating Area 13
AL,36026,Coosa,Rating Area 13
AL,36080,Coosa,Rating Area 13
AL,36091,Coosa,Rating Area 13
AL,36028,Covington,Rating Area 13
AL,36038,Covington,Rating Area 13
AL,36420,Covington,Rating Area 13
AL,36421,Covington,Rating Area 13
AL,36442,Covington,Rating Area 13
AL,36453,Covington,Rating Area 13
AL,36455,Covington,Rating Area 13
AL,36456,Covington,Rating Area 13
AL,36467,Covington,Rating Area 13
AL,36474,Covington,Rating Area 13
AL,36476,Covington,Rating Area 13
AL,36483,Covington,Rating Area 13
AL,36009,Crenshaw,Rating Area 13
AL,36028,Crenshaw,Rating Area 13
AL,36034,Crenshaw,Rating Area 13
AL,36035,Crenshaw,Rating Area 13
AL,36036,Crenshaw,Rating Area 13
AL,36037,Crenshaw,Rating Area 13
AL,36041,Crenshaw,Rating Area 13
AL,36042,Crenshaw,Rating Area 13
AL,36046,Crenshaw,Rating Area 13
AL,36049,Crenshaw,Rating Area 13
AL,36071,Crenshaw,Rating Area 13
AL,35016,Cullman,Rating Area 13
AL,35019,Cullman,Rating Area 13
AL,35033,Cullman,Rating Area 13
AL,35053,Cullman,Rating Area 13
AL,35055,Cullman,Rating Area 13
AL,35057,Cullman,Rating Area 13
AL,35058,Cullman,Rating Area 13
AL,35070,Cullman,Rating Area 13
AL,35077,Cullman,Rating Area 13
AL,35083,Cullman,Rating Area 13
AL,35087,Cullman,Rating Area 13
AL,35098,Cullman,Rating Area 13
AL,35179,Cullman,Rating Area 13
AL,35540,Cullman,Rating Area 13
AL,35541,Cullman,Rating Area 13
AL,35619,Cullman,Rating Area 13
AL,35621,Cullman,Rating Area 13
AL,35622,Cullman,Rating Area 13
AL,35976,Cullman,Rating Area 13
AL,36010,Dale,Rating Area 13
AL,36303,Dale,Rating Area 13
AL,36311,Dale,Rating Area 13
AL,36317,Dale,Rating Area 13
AL,36322,Dale,Rating Area 13
AL,36330,Dale,Rating Area 13
AL,36345,Dale,Rating Area 13
AL,36350,Dale,Rating Area 13
AL,36352,Dale,Rating Area 13
AL,36353,Dale,Rating Area 13
AL,36360,Dale,Rating Area 13
AL,36362,Dale,Rating Area 13
AL,36371,Dale,Rating Area 13
AL,36374,Dale,Rating Area 13
AL,99999,Dale,Rating Area 13
AL,36701,Dallas,Rating Area 13
AL,36703,Dallas,Rating Area 13
AL,36749,Dallas,Rating Area 13
AL,36758,Dallas,Rating Area 13
AL,36759,Dallas,Rating Area 13
AL,36761,Dallas,Rating Area 13
AL,36767,Dallas,Rating Area 13
AL,36773,Dallas,Rating Area 13
AL,36775,Dallas,Rating Area 13
AL,36785,Dallas,Rating Area 13
AL,35765,DeKalb,Rating Area 13
AL,35771,DeKalb,Rating Area 13
AL,35951,DeKalb,Rating Area 13
AL,35954,DeKalb,Rating Area 13
AL,35957,DeKalb,Rating Area 13
AL,35961,DeKalb,Rating Area 13
AL,35962,DeKalb,Rating Area 13
AL,35963,DeKalb,Rating Area 13
AL,35966,DeKalb,Rating Area 13
AL,35967,DeKalb,Rating Area 13
AL,35968,DeKalb,Rating Area 13
AL,35971,DeKalb,Rating Area 13
AL,35974,DeKalb,Rating Area 13
AL,35975,DeKalb,Rating Area 13
AL,35978,DeKalb,Rating Area 13
AL,35979,DeKalb,Rating Area 13
AL,35981,DeKalb,Rating Area 13
AL,35984,DeKalb,Rating Area 13
AL,35986,DeKalb,Rating Area 13
AL,35988,DeKalb,Rating Area 13
AL,35989,DeKalb,Rating Area 13
AL,35010,Elmore,Rating Area 11
AL,36020,Elmore,Rating Area 11
AL,36022,Elmore,Rating Area 11
AL,36024,Elmore,Rating Area 11
AL,36025,Elmore,Rating Area 11
AL,36026,Elmore,Rating Area 11
AL,36051,Elmore,Rating Area 11
AL,36054,Elmore,Rating Area 11
AL,36066,Elmore,Rating Area 11
AL,36078,Elmore,Rating Area 11
AL,36080,Elmore,Rating Area 11
AL,36092,Elmore,Rating Area 11
AL,36093,Elmore,Rating Area 11
AL,36420,Escambia,Rating Area 13
AL,36426,Escambia,Rating Area 13
AL,36432,Escambia,Rating Area 13
AL,36441,Escambia,Rating Area 13
AL,36483,Escambia,Rating Area 13
AL,36502,Escambia,Rating Area 13
AL,36543,Escambia,Rating Area 13
AL,36562,Escambia,Rating Area 13
AL,35901,Etowah,Rating Area 8
AL,35903,Etowah,Rating Area 8
AL,35904,Etowah,Rating Area 8
AL,35905,Etowah,Rating Area 8
AL,35906,Etowah,Rating Area 8
AL,35907,Etowah,Rating Area 8
AL,35952,Etowah,Rating Area 8
AL,35954,Etowah,Rating Area 8
AL,35956,Etowah,Rating Area 8
AL,35961,Etowah,Rating Area 8
AL,35972,Etowah,Rating Area 8
AL,35990,Etowah,Rating Area 8
AL,36272,Etowah,Rating Area 8
AL,35542,Fayette,Rating Area 13
AL,35545,Fayette,Rating Area 13
AL,35546,Fayette,Rating Area 13
AL,35549,Fayette,Rating Area 13
AL,35554,Fayette,Rating Area 13
AL,35555,Fayette,Rating Area 13
AL,35559,Fayette,Rating Area 13
AL,35563,Fayette,Rating Area 13
AL,35574,Fayette,Rating Area 13
AL,35594,Fayette,Rating Area 13
AL,35564,Franklin,Rating Area 13
AL,35565,Franklin,Rating Area 13
AL,35571,Franklin,Rating Area 13
AL,35581,Franklin,Rating Area 13
AL,35582,Franklin,Rating Area 13
AL,35585,Franklin,Rating Area 13
AL,35593,Franklin,Rating Area 13
AL,35653,Franklin,Rating Area 13
AL,35654,Franklin,Rating Area 13
AL,36301,Geneva,Rating Area 6
AL,36305,Geneva,Rating Area 6
AL,36313,Geneva,Rating Area 6
AL,36314,Geneva,Rating Area 6
AL,36316,Geneva,Rating Area 6
AL,36318,Geneva,Rating Area 6
AL,36322,Geneva,Rating Area 6
AL,36340,Geneva,Rating Area 6
AL,36344,Geneva,Rating Area 6
AL,36352,Geneva,Rating Area 6
AL,36375,Geneva,Rating Area 6
AL,36442,Geneva,Rating Area 6
AL,36453,Geneva,Rating Area 6
AL,36477,Geneva,Rating Area 6
AL,35442,Greene,Rating Area 12
AL,35443,Greene,Rating Area 12
AL,35462,Greene,Rating Area 12
AL,35463,Greene,Rating Area 12
AL,35464,Greene,Rating Area 12
AL,35469,Greene,Rating Area 12
AL,35480,Greene,Rating Area 12
AL,36740,Greene,Rating Area 12
AL,35441,Hale,Rating Area 12
AL,35474,Hale,Rating Area 12
AL,36738,Hale,Rating Area 12
AL,36742,Hale,Rating Area 12
AL,36744,Hale,Rating Area 12
AL,36765,Hale,Rating Area 12
AL,36776,Hale,Rating Area 12
AL,36027,Henry,Rating Area 6
AL,36303,Henry,Rating Area 6
AL,36310,Henry,Rating Area 6
AL,36317,Henry,Rating Area 6
AL,36319,Henry,Rating Area 6
AL,36345,Henry,Rating Area 6
AL,36353,Henry,Rating Area 6
AL,36373,Henry,Rating Area 6
AL,36301,Houston,Rating Area 6
AL,36303,Houston,Rating Area 6
AL,36305,Houston,Rating Area 6
AL,36312,Houston,Rating Area 6
AL,36319,Houston,Rating Area 6
AL,36320,Houston,Rating Area 6
AL,36321,Houston,Rating Area 6
AL,36343,Houston,Rating Area 6
AL,36345,Houston,Rating Area 6
AL,36350,Houston,Rating Area 6
AL,36352,Houston,Rating Area 6
AL,36370,Houston,Rating Area 6
AL,36375,Houston,Rating Area 6
AL,36376,Houston,Rating Area 6
AL,35740,Jackson,Rating Area 13
AL,35744,Jackson,Rating Area 13
AL,35745,Jackson,Rating Area 13
AL,35746,Jackson,Rating Area 13
AL,35748,Jackson,Rating Area 13
AL,35751,Jackson,Rating Area 13
AL,35752,Jackson,Rating Area 13
AL,35755,Jackson,Rating Area 13
AL,35764,Jackson,Rating Area 13
AL,35765,Jackson,Rating Area 13
AL,35766,Jackson,Rating Area 13
AL,35768,Jackson,Rating Area 13
AL,35769,Jackson,Rating Area 13
AL,35771,Jackson,Rating Area 13
AL,35772,Jackson,Rating Area 13
AL,35774,Jackson,Rating Area 13
AL,35776,Jackson,Rating Area 13
AL,35958,Jackson,Rating Area 13
AL,35966,Jackson,Rating Area 13
AL,35978,Jackson,Rating Area 13
AL,35979,Jackson,Rating Area 13
AL,35005,Jefferson,Rating Area 3
AL,35006,Jefferson,Rating Area 3
AL,35020,Jefferson,Rating Area 3
AL,35022,Jefferson,Rating Area 3
AL,35023,Jefferson,Rating Area 3
AL,35036,Jefferson,Rating Area 3
AL,35060,Jefferson,Rating Area 3
AL,35061,Jefferson,Rating Area 3
AL,35062,Jefferson,Rating Area 3
AL,35063,Jefferson,Rating Area 3
AL,35064,Jefferson,Rating Area 3
AL,35068,Jefferson,Rating Area 3
AL,35071,Jefferson,Rating Area 3
AL,35073,Jefferson,Rating Area 3
AL,35079,Jefferson,Rating Area 3
AL,35080,Jefferson,Rating Area 3
AL,35091,Jefferson,Rating Area 3
AL,35094,Jefferson,Rating Area 3
AL,35111,Jefferson,Rating Area 3
AL,35116,Jefferson,Rating Area 3
AL,35117,Jefferson,Rating Area 3
AL,35118,Jefferson,Rating Area 3
AL,35119,Jefferson,Rating Area 3
AL,35126,Jefferson,Rating Area 3
AL,35127,Jefferson,Rating Area 3
AL,35130,Jefferson,Rating Area 3
AL,35139,Jefferson,Rating Area 3
AL,35146,Jefferson,Rating Area 3
AL,35148,Jefferson,Rating Area 3
AL,35172,Jefferson,Rating Area 3
AL,35173,Jefferson,Rating Area 3
AL,35180,Jefferson,Rating Area 3
AL,35203,Jefferson,Rating Area 3
AL,35204,Jefferson,Rating Area 3
AL,35205,Jefferson,Rating Area 3
AL,35206,Jefferson,Rating Area 3
AL,35207,Jefferson,Rating Area 3
AL,35208,Jefferson,Rating Area 3
AL,35209,Jefferson,Rating Area 3
AL,35210,Jefferson,Rating Area 3
AL,35211,Jefferson,Rating Area 3
AL,35212,Jefferson,Rating Area 3
AL,35213,Jefferson,Rating Area 3
AL,35214,Jefferson,Rating Area 3
AL,35215,Jefferson,Rating Area 3
AL,35216,Jefferson,Rating Area 3
AL,35217,Jefferson,Rating Area 3
AL,35218,Jefferson,Rating Area 3
AL,35221,Jefferson,Rating Area 3
AL,35222,Jefferson,Rating Area 3
AL,35223,Jefferson,Rating Area 3
AL,35224,Jefferson,Rating Area 3
AL,35226,Jefferson,Rating Area 3
AL,35228,Jefferson,Rating Area 3
AL,35229,Jefferson,Rating Area 3
AL,35233,Jefferson,Rating Area 3
AL,35234,Jefferson,Rating Area 3
AL,35235,Jefferson,Rating Area 3
AL,35242,Jefferson,Rating Area 3
AL,35243,Jefferson,Rating Area 3
AL,35244,Jefferson,Rating Area 3
AL,35254,Jefferson,Rating Area 3
AL,35444,Jefferson,Rating Area 3
AL,35544,Lamar,Rating Area 13
AL,35552,Lamar,Rating Area 13
AL,35555,Lamar,Rating Area 13
AL,35563,Lamar,Rating Area 13
AL,35570,Lamar,Rating Area 13
AL,35574,Lamar,Rating Area 13
AL,35576,Lamar,Rating Area 13
AL,35586,Lamar,Rating Area 13
AL,35592,Lamar,Rating Area 13
AL,35610,Lauderdale,Rating Area 7
AL,35614,Lauderdale,Rating Area 7
AL,35630,Lauderdale,Rating Area 7
AL,35633,Lauderdale,Rating Area 7
AL,35634,Lauderdale,Rating Area 7
AL,35645,Lauderdale,Rating Area 7
AL,35648,Lauderdale,Rating Area 7
AL,35652,Lauderdale,Rating Area 7
AL,35677,Lauderdale,Rating Area 7
AL,35565,Lawrence,Rating Area 5
AL,35603,Lawrence,Rating Area 5
AL,35618,Lawrence,Rating Area 5
AL,35619,Lawrence,Rating Area 5
AL,35643,Lawrence,Rating Area 5
AL,35650,Lawrence,Rating Area 5
AL,35651,Lawrence,Rating Area 5
AL,35654,Lawrence,Rating Area 5
AL,35672,Lawrence,Rating Area 5
AL,35673,Lawrence,Rating Area 5
AL,36801,Lee,Rating Area 2
AL,36804,Lee,Rating Area 2
AL,36830,Lee,Rating Area 2
AL,36832,Lee,Rating Area 2
AL,36849,Lee,Rating Area 2
AL,36850,Lee,Rating Area 2
AL,36852,Lee,Rating Area 2
AL,36854,Lee,Rating Area 2
AL,36865,Lee,Rating Area 2
AL,36866,Lee,Rating Area 2
AL,36867,Lee,Rating Area 2
AL,36870,Lee,Rating Area 2
AL,36874,Lee,Rating Area 2
AL,36877,Lee,Rating Area 2
AL,36879,Lee,Rating Area 2
AL,35610,Limestone,Rating Area 9
AL,35611,Limestone,Rating Area 9
AL,35613,Limestone,Rating Area 9
AL,35614,Limestone,Rating Area 9
AL,35615,Limestone,Rating Area 9
AL,35620,Limestone,Rating Area 9
AL,35647,Limestone,Rating Area 9
AL,35649,Limestone,Rating Area 9
AL,35652,Limestone,Rating Area 9
AL,35671,Limestone,Rating Area 9
AL,35739,Limestone,Rating Area 9
AL,35749,Limestone,Rating Area 9
AL,35756,Limestone,Rating Area 9
AL,35757,Limestone,Rating Area 9
AL,35773,Limestone,Rating Area 9
AL,36032,Lowndes,Rating Area 11
AL,36040,Lowndes,Rating Area 11
AL,36043,Lowndes,Rating Area 11
AL,36047,Lowndes,Rating Area 11
AL,36752,Lowndes,Rating Area 11
AL,36761,Lowndes,Rating Area 11
AL,36785,Lowndes,Rating Area 11
AL,36029,Macon,Rating Area 13
AL,36031,Macon,Rating Area 13
AL,36039,Macon,Rating Area 13
AL,36075,Macon,Rating Area 13
AL,36083,Macon,Rating Area 13
AL,36088,Macon,Rating Area 13
AL,36089,Macon,Rating Area 13
AL,36804,Macon,Rating Area 13
AL,36830,Macon,Rating Area 13
AL,36832,Macon,Rating Area 13
AL,36860,Macon,Rating Area 13
AL,36866,Macon,Rating Area 13
AL,35739,Madison,Rating Area 9
AL,35741,Madison,Rating Area 9
AL,35748,Madison,Rating Area 9
AL,35749,Madison,Rating Area 9
AL,35750,Madison,Rating Area 9
AL,35756,Madison,Rating Area 9
AL,35757,Madison,Rating Area 9
AL,35758,Madison,Rating Area 9
AL,35759,Madison,Rating Area 9
AL,35760,Madison,Rating Area 9
AL,35761,Madison,Rating Area 9
AL,35763,Madison,Rating Area 9
AL,35773,Madison,Rating Area 9
AL,35776,Madison,Rating Area 9
AL,35801,Madison,Rating Area 9
AL,35802,Madison,Rating Area 9
AL,35803,Madison,Rating Area 9
AL,35805,Madison,Rating Area 9
AL,35806,Madison,Rating Area 9
AL,35808,Madison,Rating Area 9
AL,35810,Madison,Rating Area 9
AL,35811,Madison,Rating Area 9
AL,35816,Madison,Rating Area 9
AL,35824,Madison,Rating Area 9
AL,35896,Madison,Rating Area 9
AL,36722,Marengo,Rating Area 13
AL,36728,Marengo,Rating Area 13
AL,36732,Marengo,Rating Area 13
AL,36736,Marengo,Rating Area 13
AL,36738,Marengo,Rating Area 13
AL,36742,Marengo,Rating Area 13
AL,36748,Marengo,Rating Area 13
AL,36754,Marengo,Rating Area 13
AL,36763,Marengo,Rating Area 13
AL,36769,Marengo,Rating Area 13
AL,36773,Marengo,Rating Area 13
AL,36782,Marengo,Rating Area 13
AL,36783,Marengo,Rating Area 13
AL,36784,Marengo,Rating Area 13
AL,36786,Marengo,Rating Area 13
AL,35543,Marion,Rating Area 13
AL,35548,Marion,Rating Area 13
AL,35552,Marion,Rating Area 13
AL,35554,Marion,Rating Area 13
AL,35563,Marion,Rating Area 13
AL,35564,Marion,Rating Area 13
AL,35565,Marion,Rating Area 13
AL,35570,Marion,Rating Area 13
AL,35571,Marion,Rating Area 13
AL,35581,Marion,Rating Area 13
AL,35593,Marion,Rating Area 13
AL,35594,Marion,Rating Area 13
AL,35016,Marshall,Rating Area 13
AL,35087,Marshall,Rating Area 13
AL,35175,Marshall,Rating Area 13
AL,35747,Marshall,Rating Area 13
AL,35754,Marshall,Rating Area 13
AL,35755,Marshall,Rating Area 13
AL,35760,Marshall,Rating Area 13
AL,35769,Marshall,Rating Area 13
AL,35776,Marshall,Rating Area 13
AL,35950,Marshall,Rating Area 13
AL,35951,Marshall,Rating Area 13
AL,35957,Marshall,Rating Area 13
AL,35962,Marshall,Rating Area 13
AL,35975,Marshall,Rating Area 13
AL,35976,Marshall,Rating Area 13
AL,35980,Marshall,Rating Area 13
AL,36505,Mobile,Rating Area 10
AL,36509,Mobile,Rating Area 10
AL,36512,Mobile,Rating Area 10
AL,36513,Mobile,Rating Area 10
AL,36521,Mobile,Rating Area 10
AL,36522,Mobile,Rating Area 10
AL,36523,Mobile,Rating Area 10
AL,36525,Mobile,Rating Area 10
AL,36528,Mobile,Rating Area 10
AL,36541,Mobile,Rating Area 10
AL,36544,Mobile,Rating Area 10
AL,36560,Mobile,Rating Area 10
AL,36568,Mobile,Rating Area 10
AL,36571,Mobile,Rating Area 10
AL,36572,Mobile,Rating Area 10
AL,36575,Mobile,Rating Area 10
AL,36582,Mobile,Rating Area 10
AL,36587,Mobile,Rating Area 10
AL,36590,Mobile,Rating Area 10
AL,36602,Mobile,Rating Area 10
AL,36603,Mobile,Rating Area 10
AL,36604,Mobile,Rating Area 10
AL,36605,Mobile,Rating Area 10
AL,36606,Mobile,Rating Area 10
AL,36607,Mobile,Rating Area 10
AL,36608,Mobile,Rating Area 10
AL,36609,Mobile,Rating Area 10
AL,36610,Mobile,Rating Area 10
AL,36611,Mobile,Rating Area 10
AL,36612,Mobile,Rating Area 10
AL,36613,Mobile,Rating Area 10
AL,36615,Mobile,Rating Area 10
AL,36616,Mobile,Rating Area 10
AL,36617,Mobile,Rating Area 10
AL,36618,Mobile,Rating Area 10
AL,36619,Mobile,Rating Area 10
AL,36688,Mobile,Rating Area 10
AL,36693,Mobile,Rating Area 10
AL,36695,Mobile,Rating Area 10
AL,36033,Monroe,Rating Area 13
AL,36401,Monroe,Rating Area 13
AL,36425,Monroe,Rating Area 13
AL,36439,Monroe,Rating Area 13
AL,36444,Monroe,Rating Area 13
AL,36445,Monroe,Rating Area 13
AL,36460,Monroe,Rating Area 13
AL,36470,Monroe,Rating Area 13
AL,36471,Monroe,Rating Area 13
AL,36475,Monroe,Rating Area 13
AL,36480,Monroe,Rating Area 13
AL,36481,Monroe,Rating Area 13
AL,36502,Monroe,Rating Area 13
AL,36751,Monroe,Rating Area 13
AL,36753,Monroe,Rating Area 13
AL,36768,Monroe,Rating Area 13
AL,36013,Montgomery,Rating Area 11
AL,36036,Montgomery,Rating Area 11
AL,36041,Montgomery,Rating Area 11
AL,36043,Montgomery,Rating Area 11
AL,36046,Montgomery,Rating Area 11
AL,36047,Montgomery,Rating Area 11
AL,36052,Montgomery,Rating Area 11
AL,36064,Montgomery,Rating Area 11
AL,36069,Montgomery,Rating Area 11
AL,36104,Montgomery,Rating Area 11
AL,36105,Montgomery,Rating Area 11
AL,36106,Montgomery,Rating Area 11
AL,36107,Montgomery,Rating Area 11
AL,36108,Montgomery,Rating Area 11
AL,36109,Montgomery,Rating Area 11
AL,36110,Montgomery,Rating Area 11
AL,36111,Montgomery,Rating Area 11
AL,36112,Montgomery,Rating Area 11
AL,36113,Montgomery,Rating Area 11
AL,36115,Montgomery,Rating Area 11
AL,36116,Montgomery,Rating Area 11
AL,36117,Montgomery,Rating Area 11
AL,35019,Morgan,Rating Area 5
AL,35087,Morgan,Rating Area 5
AL,35175,Morgan,Rating Area 5
AL,35179,Morgan,Rating Area 5
AL,35601,Morgan,Rating Area 5
